# ----------------------------------------
# patpat-app+web
# SMS转化数据-Free form 1
# 20260104-20260420
# ----------------------------------------

Date,Session manual term,Session source / medium,Sessions,Total users,Total purchasers,Total revenue
20260304,sms1114fs,manual / sms,1,1,0,0
20260304,sms1226boxing,manual / sms,1,1,0,0
20260304,sns0127member,manual / sms,1,1,0,0
20260305,0228barbie,manual / sms,1,1,0,0
20260305,0302bogo,manual / sms,1,1,0,0
20260305,0304mem,manual / sms,1,1,0,0
20260305,0307st,manual / sms,1,1,0,0
20260305,sms1205xmas,manual / sms,1,1,0,0
20260306,0228barbie,manual / sms,1,1,0,0
20260306,0302bogo,manual / sms,1,1,0,0
20260306,0304mem,manual / sms,1,0,0,0
20260306,sms0104matching,manual / sms,1,1,0,0
20260306,sms0131bamboo,manual / sms,1,1,0,0
20260307,0228barbie,manual / sms,4,1,0,0
20260307,0302bogo,manual / sms,1,1,0,0
20260307,0304mem,manual / sms,1,1,0,0
20260307,0306new,manual / sms,1,1,0,0
20260307,footersub,automation / sms,13,10,0,0
20260307,sms0125ip,manual / sms,1,1,0,0
20260307,sms1201cm3,manual / sms,1,1,0,0
20260307,sms1210member,manual / sms,1,1,0,0
20260307,sms1213wkd,manual / sms,1,1,0,0
20260308,0225mem,manual / sms,1,1,0,0
20260308,0301fam,manual / sms,1,1,0,0
20260308,0306new,manual / sms,1,1,0,0
20260308,0307st,manual / sms,6,5,0,0
20260308,0308swim,manual / sms,3,3,0,0
20260308,footersub,automation / sms,17,14,0,0
20260308,sms0131bamboo,manual / sms,1,1,0,0
20260309,0228barbie,manual / sms,1,0,0,0
20260309,0306new,manual / sms,3,1,0,0
20260309,0307st,manual / sms,2,1,0,0
20260309,0308swim,manual / sms,1,1,0,0
20260309,sms1210member,manual / sms,1,0,0,0
20260309,sms1214wkd,manual / sms,1,1,0,0
20260310,0225mem,manual / sms,3,3,0,0
20260310,0301fam,manual / sms,1,1,0,0
20260310,0307st,manual / sms,3,2,0,0
20260310,0308swim,manual / sms,4,3,0,0
20260310,0309bogo,manual / sms,2,2,0,0
20260310,footersub,automation / sms,11,10,0,0
20260310,sms1017halloween,manual / sms,1,1,0,0
20260310,sms1113bf,manual / sms,1,1,0,0
20260310,sms1211ip,manual / sms,1,1,0,0
20260311,0228barbie,manual / sms,1,1,0,0
20260311,0307st,manual / sms,1,1,0,0
20260311,0309bogo,manual / sms,4,3,0,0
20260311,sms0104matching,manual / sms,1,1,0,0
20260311,sms0105bogo,manual / sms,2,2,0,0
20260311,sms1213wkd,manual / sms,1,1,0,0
20260311,sms1215bogo,manual / sms,1,1,0,0
20260311,sms1218bog2,manual / sms,1,1,0,0
20260311,sms1231member,manual / sms,1,1,0,0
20260312,0307st,manual / sms,1,1,0,0
20260312,0309bogo,manual / sms,1,1,0,0
20260312,0311mem,manual / sms,2,2,0,0
20260312,footersub,automation / sms,11,8,0,0
20260312,sms0109vday,manual / sms,1,1,0,0
20260312,sms1017halloween,manual / sms,2,1,0,0
20260312,sms1113bf,manual / sms,1,1,0,0
20260312,sms1128usbf1,manual / sms,1,1,0,0
20260312,sms1214wkd,manual / sms,1,1,0,0
20260313,0228barbie,manual / sms,1,1,0,0
20260313,0313ip,manual / sms,6,6,0,0
20260313,0316bogo,manual / sms,1,1,0,0
20260313,sms1127usbf,manual / sms,1,1,0,0
20260313,sms1211ip,manual / sms,2,2,0,0
20260313,sms1213wkd,manual / sms,2,2,0,0
20260313,sms1218bog2,manual / sms,1,0,0,0
20260313,sms1231member,manual / sms,4,4,0,0
20260314,0308swim,manual / sms,1,1,0,0
20260314,0309bogo,manual / sms,1,0,0,0
20260314,0311mem,manual / sms,1,1,0,0
20260314,0314fs,manual / sms,5,4,0,0
20260314,sms1114fs,manual / sms,1,1,0,0
20260315,0209bogo,manual / sms,1,1,0,0
20260315,0309bogo,manual / sms,1,1,0,0
20260315,0313ip,manual / sms,4,3,0,0
20260315,0314fs,manual / sms,1,1,0,0
20260315,0315easter,manual / sms,8,8,0,0
20260315,sms0124new,manual / sms,1,1,0,0
20260315,sms1218bog2,manual / sms,1,1,0,0
20260316,0311mem,manual / sms,4,4,0,0
20260316,0315easter,manual / sms,3,3,0,0
20260316,footersub,automation / sms,21,17,0,0
20260316,sms1201cm4,manual / sms,1,1,0,0
20260316,sms1226boxing,manual / sms,1,0,0,0
20260317,0311mem,manual / sms,1,1,0,0
20260317,0315easter,manual / sms,6,6,0,0
20260317,0316bogo,manual / sms,1,1,0,0
20260318,0313ip,manual / sms,1,1,0,0
20260318,0315easter,manual / sms,5,5,0,0
20260318,0316bogo,manual / sms,5,4,0,0
20260319,0314fs,manual / sms,1,1,0,0
20260319,0315easter,manual / sms,4,2,0,0
20260319,0316bogo,manual / sms,1,1,0,0
20260319,sms1219wkd,manual / sms,1,1,0,0
20260320,0308swim,manual / sms,1,1,0,0
20260320,0311mem,manual / sms,1,1,0,0
20260320,0315easter,manual / sms,9,6,0,0
20260320,0316bogo,manual / sms,1,1,0,0
20260320,0320paw,manual / sms,11,11,0,0
20260320,footersub,automation / sms,27,22,0,0
20260320,sms0202bogo,manual / sms,1,1,0,0
20260321,(not set),SMS / sms,1,1,0,0
20260321,0314fs,manual / sms,2,2,0,0
20260321,0315easter,manual / sms,4,1,0,0
20260321,0316bogo,manual / sms,1,1,0,0
20260321,sms1219wkd,manual / sms,1,1,0,0
20260322,0228barbie,manual / sms,1,1,0,0
20260322,0314fs,manual / sms,2,2,0,0
20260322,0315easter,manual / sms,4,4,0,0
20260322,0316bogo,manual / sms,2,1,0,0
20260322,sms0202bogo,manual / sms,1,1,0,0
20260322,sms1201cm4,manual / sms,1,1,0,0
20260322,sms1226boxing,manual / sms,1,1,0,0
20260323,(not set),SMS / sms,2,1,0,0
20260323,0314fs,manual / sms,4,3,0,0
20260323,0315easter,manual / sms,4,2,0,0
20260323,0320paw,manual / sms,1,1,0,0
20260323,sms0109vday,manual / sms,1,1,0,0
20260323,sms11116xmas,manual / sms,1,1,0,0
20260323,sms1226boxing,manual / sms,2,2,0,0
20260324,(not set),SMS / sms,1,1,0,0
20260324,0315easter,manual / sms,1,1,0,0
20260324,footersub,automation / sms,26,18,0,0
20260324,sms1127usbf,manual / sms,1,1,0,0
20260324,sms1201cm4,manual / sms,1,0,0,0
20260325,(not set),SMS / sms,2,1,0,0
20260325,0315easter,manual / sms,2,2,0,0
20260325,footersub,automation / sms,32,21,0,0
20260326,(not set),SMS / sms,1,1,0,0
20260326,0315easter,manual / sms,1,1,0,0
20260326,footersub,automation / sms,41,17,0,0
20260326,sms0202bogo,manual / sms,1,1,0,0
20260326,sms1201cm4,manual / sms,1,1,0,0
20260327,(not set),SMS / sms,1,0,0,0
20260327,0315easter,manual / sms,1,1,0,0
20260327,0327ffsale,manual / sms,11,9,0,0
20260327,footersub,automation / sms,30,13,0,0
20260328,0304mem,manual / sms,1,1,0,0
20260328,sms0202bogo,manual / sms,1,1,0,0
20260328,sms1127usbf,manual / sms,2,1,0,0
20260329,0327ffsale,manual / sms,8,5,0,0
20260330,0304mem,manual / sms,1,0,0,0
20260330,sms0104matching,manual / sms,1,1,0,0
20260330,sms0111disney,manual / sms,1,1,0,0
20260330,sms0202bogo,manual / sms,1,1,0,0
20260330,sms1127usbf,manual / sms,2,2,0,0
20260331,0327ffsale,manual / sms,3,1,0,0
20260331,0331,manual / sms,1,1,0,0
20260331,footersub,automation / sms,24,16,0,0
20260331,sms0102newyear,manual / sms,1,1,0,0
20260401,0331,manual / sms,1,1,0,0
20260401,0401mem,manual / sms,4,2,0,0
20260401,sms0111disney,manual / sms,1,1,0,0
20260402,0220sp,manual / sms,1,1,0,0
20260402,0315easter,manual / sms,1,1,0,0
20260402,0327ffsale,manual / sms,4,2,0,0
20260402,0401mem,manual / sms,1,1,0,0
20260402,footersub,automation / sms,32,18,0,0
20260402,sms0105bogo,manual / sms,1,1,0,0
20260402,sns0127member,manual / sms,1,1,0,0
20260403,0315easter,manual / sms,1,1,0,0
20260403,0327ffsale,manual / sms,1,1,0,0
20260403,0401mem,manual / sms,1,0,0,0
20260403,0403fs,manual / sms,6,5,0,0
20260403,sms0202bogo,manual / sms,1,1,0,0
20260404,0220sp,manual / sms,1,1,0,0
20260404,0403fs,manual / sms,2,1,0,0
20260404,footersub,automation / sms,6,2,0,0
20260405,0208fam,manual / sms,1,1,0,0
20260405,0403fs,manual / sms,2,1,0,0
20260405,NEW2,automation / sms,1,1,0,0
20260405,sms0105bogo,manual / sms,1,1,0,0
20260405,sms0202bogo,manual / sms,1,1,0,0
20260406,0220sp,manual / sms,1,1,0,0
20260406,0403fs,manual / sms,3,2,0,0
20260406,NEW2,automation / sms,1,1,0,0
20260407,0208fam,manual / sms,1,1,0,0
20260407,0407B2G1,manual / sms,1,1,0,0
20260407,0408mem,manual / sms,1,1,0,0
20260407,sms0124new,manual / sms,1,1,0,0
20260408,0223bogo,manual / sms,1,1,0,0
20260408,0327ffsale,manual / sms,1,1,0,0
20260408,0408mem,manual / sms,1,1,0,0
20260409,0408mem,manual / sms,2,2,0,0
20260409,footersub,automation / sms,15,11,0,0
20260410,0408mem,manual / sms,3,3,0,0
20260410,0410fs,manual / sms,6,4,0,0
20260410,footersub,automation / sms,14,9,0,0
20260411,0408mem,manual / sms,2,0,0,0
20260411,footersub,automation / sms,23,19,0,0
20260411,sms0121member,manual / sms,1,1,0,0
20260412,0410fs,manual / sms,2,1,0,0
20260412,sms0125ip,manual / sms,1,1,0,0
20260412,sms1218bog2,manual / sms,1,1,0,0
20260413,0327ffsale,manual / sms,4,3,0,0
20260413,0408mem,manual / sms,1,1,0,0
20260413,0410fs,manual / sms,2,2,0,0
20260414,0302bogo,manual / sms,1,1,0,0
20260414,0327ffsale,manual / sms,1,1,0,0
20260414,sms1117bogo,manual / sms,1,1,0,0
20260415,0410fs,manual / sms,1,1,0,0
20260415,0415mem,manual / sms,1,1,0,0
20260415,footersub,automation / sms,10,4,0,0
20260415,sms0202bogo,manual / sms,1,1,0,0
20260416,0410fs,manual / sms,2,2,0,0
20260416,0416mem,manual / sms,7,4,0,0
20260416,footersub,automation / sms,21,11,0,0
20260416,sms1117bogo,manual / sms,1,1,0,0
20260417,footersub,automation / sms,12,6,0,0
20260417,sms0103swim,manual / sms,1,1,0,0
20260417,sms0417fs,manual / sms,2,1,0,0
20260417,sms1201cm4,manual / sms,1,1,0,0
20260418,sms0103swim,manual / sms,1,1,0,0
20260418,sms0417fs,manual / sms,1,1,0,0
20260419,footersub,automation / sms,14,12,0,0
20260419,sms0103swim,manual / sms,1,1,0,0

